headline,category,date,link
The curious case of India’s PM CARES fund,Law,01-Jul-20,https://knappily.com/law/the-curious-case-of-indias-pm-cares-fund-366
US Supreme Court upholds abortion rights,Law,30-Jun-20,https://knappily.com/law/us-supreme-court-upholds-abortion-rights-872
Delhi is fighting for hospital beds,Law,09-Jun-20,https://knappily.com/law/delhi-is-fighting-for-hospital-beds-283
J&J won’t sell Baby Powder in North America,Law,20-May-20,https://knappily.com/law/jj-wont-sell-baby-powder-in-north-america-710
Kesavananda Bharati and the doctrine of basic structure,Law,03-May-20,https://knappily.com/law/kesavananda-bharati-and-the-doctrine-of-basic-structure-497
Saudi Arabia abolishes flogging as punishment,Law,26-Apr-20,https://knappily.com/law/saudi-arabia-abolishes-flogging-as-punishment-529
Should coronavirus tests be free?,Law,09-Apr-20,https://knappily.com/law/should-coronavirus-tests-be-free-902
The third pillar of India is falling?,Law,17-Mar-20,https://knappily.com/law/the-third-pillar-of-india-is-falling-481
JEDI: the return of Amazon Inc.,Law,16-Mar-20,https://knappily.com/law/jedi-the-return-of-amazon-inc-714
BitCoin returns to India,Law,04-Mar-20,https://knappily.com/law/bitcoin-returns-to-india-185
Is India playing Big Brother?,Law,18-Feb-20,https://knappily.com/law/is-india-playing-big-brother-144
Nirbhaya: inordinate delay or due process of law?,Law,13-Feb-20,https://knappily.com/law/nirbhaya-inordinate-delay-or-due-process-of-law-975
Public Safety Act: the lawless law,Law,08-Feb-20,https://knappily.com/law/public-safety-act-the-lawless-law-320
CAA: the hearings begin,Law,22-Jan-20,https://knappily.com/law/caa-the-hearings-begin-815
Nirbhaya rapists prepare to die,Law,15-Jan-20,https://knappily.com/law/nirbhaya-rapists-prepare-to-die-485
The internet shutdown can’t be forever,Law,11-Jan-20,https://knappily.com/law/the-internet-shutdown-cant-be-forever-773
Trump can’t destroy Iran’s culture,Law,08-Jan-20,https://knappily.com/law/trump-cant-destroy-irans-culture-114
Singapore’s fake news dilemma,Law,02-Jan-20,https://knappily.com/law/singapores-fake-news-dilemma-484
Section 144: enough is never enough,Law,30-Dec-19,https://knappily.com/law/section-144-enough-is-never-enough-189
World Court: The Gambia vs. Myanmar,Law,27-Dec-19,https://knappily.com/law/world-court-the-gambia-vs-myanmar-647
The hype and reality of Predictive Policing,Law,18-Dec-19,https://knappily.com/law/predictive-policing-642
Pervez Musharraf is sentenced to death,Law,17-Dec-19,https://knappily.com/law/pervez-musharraf-is-sentenced-to-death-538
Citizenship Amendment Bill: But why?,Law,10-Dec-19,https://knappily.com/law/citizenship-bill-996
The legality of short-cut justice,Law,08-Dec-19,https://knappily.com/law/disha-encounter-643
Protecting the elders of India,Law,05-Dec-19,https://knappily.com/law/protecting-the-elders-of-india-415
India has a transgender law,Law,27-Nov-19,https://knappily.com/law/transgender-bill-688
India debates the surrogacy law,Law,21-Nov-19,https://knappily.com/law/india-debates-the-surrogacy-law-598
America recognizes Israeli settlements,Law,19-Nov-19,https://knappily.com/law/america-recognizes-israeli-settlements-231
Citizenship Bill returns to Parliament,Law,16-Nov-19,https://knappily.com/law/citizenship-bill-returns-to-parliament-369
Sabarimala 2.0,Law,14-Nov-19,https://knappily.com/law/sabarimala-288
The making of a transparent Chief Justice,Law,13-Nov-19,https://knappily.com/law/sc-rti-153
Ayodhya: it’s a temple,Law,09-Nov-19,https://knappily.com/law/ayodhya-verdict-717
Ayodhya: the final countdown,Law,17-Oct-19,https://knappily.com/law/ayodhya-case-606
EU approves the right to repair,Law,01-Oct-19,https://knappily.com/law/right-to-repair-880
Countering domestic violence in India,Law,22-Sep-19,https://knappily.com/law/domestic-violence-470
Paying for the opioid crisis,Law,27-Aug-19,https://knappily.com/law/johnson-opioid-448
Indian Police: Working in the Stone Age,Law,12-Aug-19,https://knappily.com/law/police-reforms-936
The immorality of the Immoral Traffic (Prevention) Act,Law,10-Aug-19,https://knappily.com/law/immoral-traffic-544
The criminalization of Instant Triple Talaq is complete,Law,30-Jul-19,https://knappily.com/law/the-criminalization-of-instant-triple-talaq-is-complete-175
India set to ban cryptocurrencies,Law,30-Jul-19,https://knappily.com/law/india-crypto-534
Seven changes to India’s bankruptcy law,Law,18-Jul-19,https://knappily.com/law/ibc-amendment-525
"ICJ verdict: India wins, but Jadhav remains in Pakistan",Law,17-Jul-19,https://knappily.com/law/icj-jadhav-985
Is the Governor a mere puppet?,Law,16-Jul-19,https://knappily.com/law/puppet-governor-225
Punishing the NRIs who desert their brides,Law,08-Jul-19,https://knappily.com/law/nri-brides-134
San Francisco bans e-cigarettes,Law,26-Jun-19,https://knappily.com/law/vaping-672
India prepares to debate DNA profiling,Law,25-Jun-19,https://knappily.com/law/dna-bill-457
GOQii takes on Flipkart over deep discounting,Law,06-Jun-19,https://knappily.com/law/flipkart-goqii-245
Monsanto’s Roundup haunts Bayer,Law,14-May-19,https://knappily.com/law/roundup-monsanto-559
The art of inflating drug prices,Law,12-May-19,https://knappily.com/law/pharma-collusion-670
Asia Bibi arrives in Canada,Law,08-May-19,https://knappily.com/law/asia-bibi-canada-379
"PepsiCo, small farmers and the big picture",Law,03-May-19,https://knappily.com/law/pepsico-farmers-137
Too fast to be a woman,Law,02-May-19,https://knappily.com/law/too-fast-to-be-a-woman-901
Profiteering from GST,Law,29-Apr-19,https://knappily.com/law/gst-profiteering-561
A matter of procedure,Law,24-Apr-19,https://knappily.com/law/a-matter-of-procedure-934
Vishaka visits the apex court,Law,21-Apr-19,https://knappily.com/law/vishaka-visits-the-apex-court-930
Loophole Games: the cutting edge of tax avoidance,Law,20-Apr-19,https://knappily.com/law/tax-evasion-764
India debates Muslim women mosque entry,Law,17-Apr-19,https://knappily.com/law/women-mosque-145
Sticking to the guns - Code of Ethics for bureaucracy,Law,14-Apr-19,https://knappily.com/law/code-of-conduct-for-civil-servants-201
The case against Julian Assange,Law,12-Apr-19,https://knappily.com/law/the-case-against-julian-assange-802
The legality of electoral bonds,Law,06-Apr-19,https://knappily.com/law/electoral-bonds-312
Brunei punishes gay sex with death,Law,03-Apr-19,https://knappily.com/law/brunei-gay-173
Chanakya: On Good Governance,Law,01-Apr-19,https://knappily.com/law/chanakya-on-good-governance-225
The untouchability of Article 35A,Law,31-Mar-19,https://knappily.com/law/35a-kashmir-687
The Sacklers: America’s most hated family,Law,27-Mar-19,https://knappily.com/law/sackler-purdue-232
The lawsuit of the year: Autonomy vs. HP,Law,26-Mar-19,https://knappily.com/law/the-lawsuit-of-the-year-autonomy-vs-hp-945
India gets its official watchman,Law,20-Mar-19,https://knappily.com/law/lokpal-851
Five elections in one,Law,18-Mar-19,https://knappily.com/law/simultaneous-elections-419
The extradition of Meng Wanzhou,Law,03-Mar-19,https://knappily.com/law/huawei-meng-652
SC/ST Act: The petitions keep coming,Law,28-Feb-19,https://knappily.com/law/sc-st-act-688
Article 35A: the climax is here,Law,24-Feb-19,https://knappily.com/law/article-35a-352
The tough life of Anil Ambani,Law,21-Feb-19,https://knappily.com/law/anil-ambani-402
Caesar’s wife fails the test,Law,02-Feb-19,https://knappily.com/law/chanda-kochhar-623
Winter is over,Law,15-Jan-19,https://knappily.com/law/winter-session-653
The second sacking of Alok Verma,Law,11-Jan-19,https://knappily.com/law/cbi-alok-verma-767
Citizenship by religion,Law,09-Jan-19,https://knappily.com/law/citizenship-bill-346
Shackling the helpless,Law,04-Jan-19,https://knappily.com/law/shackling-mentally-ill-833
The making of Aadhaar 2.0,Law,03-Jan-19,https://knappily.com/law/aadhaar-amendment-161
The business of stolen songs,Law,24-Dec-18,https://knappily.com/law/spotify-lawsuit-236
Protecting the Indian consumer,Law,24-Dec-18,https://knappily.com/law/consumer-protection-bill-906
Justice catches up with Sajjan Kumar,Law,17-Dec-18,https://knappily.com/law/sajjan-kumar-1984-875
Everybody loves Kesavananda Bharati,Law,17-Dec-18,https://knappily.com/law/kesavananda-bharati-499
Rafale must fly,Law,15-Dec-18,https://knappily.com/law/rafale-verdict-433
Vijay Mallya stares at extradition,Law,10-Dec-18,https://knappily.com/law/vijay-mallya-extradition-183
Australia passes ‘crazy’ encryption law,Law,07-Dec-18,https://knappily.com/law/australia-encryption-law-399
Catching the Abandoners,Law,02-Dec-18,https://knappily.com/law/nri-wife-abandonment-542
The reign of GDPR,Law,27-Nov-18,https://knappily.com/law/gdpr-google-linkedin-562
"1984: Justice delayed, depleted, denied",Law,22-Nov-18,https://knappily.com/law/1984-verdict-sikhs-264
The partial redemption of Johnson & Johnson,Law,15-Nov-18,https://knappily.com/law/jj-talc-cancer-434
India: the world leader in internet shutdowns,Law,13-Nov-18,https://knappily.com/law/internet-shutdowns-india-210
It’s not about Asia Bibi,Law,03-Nov-18,https://knappily.com/law/asia-bibi-blasphemy-pakistan-351
"More judges, swifter justice",Law,02-Nov-18,https://knappily.com/law/court-vacancies-947
"Women can enter Sabarimala, but will they?",Law,30-Sep-18,https://knappily.com/law/sabarimala-women-346
Supreme Court goes Live,Law,28-Sep-18,https://knappily.com/law/supreme-court-live-538
Cheating is not a criminal offence,Law,27-Sep-18,https://knappily.com/law/section-497-adultery-391
"Aadhaar valid, conditions applied",Law,26-Sep-18,https://knappily.com/law/aadhaar-verdict-850
Relief for Saridon,Law,18-Sep-18,https://knappily.com/law/fixed-combination-drugs-ban-458
Reshaping the internet,Law,15-Sep-18,https://knappily.com/law/copyright-directive-eu-577
Love that can finally say its name,Law,06-Sep-18,https://knappily.com/law/377-supreme-court-verdict-691
The new foreman of justice,Law,03-Sep-18,https://knappily.com/law/tarun-gogoi-chief-justice-of-india-213
"Cigarette, without the smoke",Law,29-Aug-18,https://knappily.com/law/india-bans-e-cigarettes-903
Until they are treated equally,Law,26-Aug-18,https://knappily.com/law/sc-st-act-amendment-review-196
A soldier’s case for AFSPA,Law,23-Aug-18,https://knappily.com/law/afspa-army-petition-supreme-court-645
No NOTA for Rajya Sabha,Law,22-Aug-18,https://knappily.com/law/nota-rajya-sabha-supreme-court-417
Solving crimes online,Law,20-Aug-18,https://knappily.com/law/social-media-police-solving-crimes-886
Creamier than thou,Law,19-Aug-18,https://knappily.com/law/creamy-layer-in-reservation-sc-st-obc-962
The bricks behind the clicks,Law,12-Aug-18,https://knappily.com/law/india-draft-ecommerce-policy-310
"Reforming BCCI, root and branch",Law,11-Aug-18,https://knappily.com/law/bcci-lodha-supreme-court-ganguly-reforms-391
Because beggars are not choosers,Law,10-Aug-18,https://knappily.com/law/begging-decriminalizing-delhi-high-court-294
Article 35A: Basic Structure vs. Kashmiriyat,Law,08-Aug-18,https://knappily.com/law/article-35-a-kashmir-debate-862
A University for sports,Law,06-Aug-18,https://knappily.com/law/india-sports-university-bill-569
Must we hang the child rapist?,Law,03-Aug-18,https://knappily.com/law/criminal-law-amendment-2018-child-rape-614
The short first step to protect Indian data,Law,30-Jul-18,https://knappily.com/law/personal-data-protection-bill-shreekrishna-report-225
Making the future of India safe,Law,26-Jul-18,https://knappily.com/law/anti-trafficking-bill-debate-587
Choking the demand side of corruption,Law,25-Jul-18,https://knappily.com/law/prevention-of-corruption-act-amendment-466
Lynching isn't just a legal thing,Law,24-Jul-18,https://knappily.com/law/lynching-law-culture-solution-933
Reforming Indian jails,Law,20-Jul-18,https://knappily.com/law/reforming-indian-jails-691
Monsoon session begins,Law,19-Jul-18,https://knappily.com/law/monsoon-session-of-parliament-begins-174
India debates 377 again,Law,17-Jul-18,https://knappily.com/law/supreme-court-section-377-hearing-770
The rapists must die,Law,09-Jul-18,https://knappily.com/law/supreme-court-rejects-nirbhaya-review-petition-423
The virtual ban on virtual currency,Law,05-Jul-18,https://knappily.com/law/rbi-supreme-court-ban-on-cryptocurrency-bitcoin-india-508
Kejriwal wins the battle for Delhi,Law,05-Jul-18,https://knappily.com/law/supreme-court-judgment-on-kejriwal-delhi-lg-239aa-530
Waiting for the judges,Law,30-Jun-18,https://knappily.com/law/india-judges-appointment-delay-njac-collegium-three-judges-549
The mirage of Delhi’s full statehood,Law,17-Jun-18,https://knappily.com/law/delhi-full-statehood-debate-kejriwal-lg-autonomy-560
Skirting the real issue,Law,16-Jun-18,https://knappily.com/law/uk-law-against-upskirt-sexual-harassment-518
The case against simultaneous elections,Law,13-Jun-18,https://knappily.com/law/india-simulataneous-elections-one-nation-one-poll-360
The larger question over the great river,Law,06-Jun-18,https://knappily.com/law/mahanadi-interstate-river-dispute-odisha-chhattisgarh-116
India adopts a progressive mental health law,Law,02-Jun-18,https://knappily.com/law/mental-health-care-act-2017-india-393
Ireland overturns ban on abortion,Law,27-May-18,https://knappily.com/law/ireland-referendum-abortion-votes-yes-990
The code in progress,Law,25-May-18,https://knappily.com/law/ibc-amendment-bhushan-steel-resolution-134
Nobody is ready for GDPR,Law,24-May-18,https://knappily.com/law/gdpr-in-effect-in-european-union-from-25-may-900
The Speaker is on,Law,19-May-18,https://knappily.com/law/karnataka-pro-tem-speaker-bopaiah-voting-982
India plays politics at midnight,Law,17-May-18,https://knappily.com/law/supreme-court-order-staying-yeddyurappa-swearing-congress-bjp-607
Secularism vs. Citizenship,Law,16-May-18,https://knappily.com/law/debate-in-assam-over-citizenship-amendment-bill-387
The making of India’s Direct Tax Code,Law,16-May-18,https://knappily.com/law/india-prepares-direct-tax-code-lower-tax-wider-base-914
Bringing back Vijay Mallya,Law,10-May-18,https://knappily.com/law/vijay-mallya-uk-extradition-case-738
The never-ending Vodafone case,Law,08-May-18,https://knappily.com/law/vodafone-india-case-delhi-high-court-uk-arbitration-326
A Supreme crisis of credibility,Law,25-Apr-18,https://knappily.com/law/supreme-court-india-crisis-cji-misra-impeachment-847
When the fleeing gets tough,Law,22-Apr-18,https://knappily.com/law/fugitive-economic-offenders-ordinance-mallya-modi-289
Death to rapists is not the death of rape,Law,22-Apr-18,https://knappily.com/law/india-passes-ordinance-for-death-penalty-to-child-rapists-902
The law is still above you,Law,21-Apr-18,https://knappily.com/law/impeachment-motion-against-chief-justice-of-india-754
Nobody killed Judge Loya,Law,19-Apr-18,https://knappily.com/law/supreme-court-dismisses-judge-loya-pil-798
Remember the right to be forgotten,Law,15-Apr-18,https://knappily.com/law/right-to-be-forgotten-ruling-against-google-800
The art of killing Bitcoins,Law,12-Apr-18,https://knappily.com/law/india-bans-banks-from-trading-bitcoins-945
Exceptions don't make the rule,Law,26-Mar-18,https://knappily.com/law/exceptions-dont-make-the-rule/5ab8837f65e9170336a0b3e3
The reward for loyalty,Law,25-Mar-18,https://knappily.com/law/the-reward-for-loyalty/5ab7361a6ebdd9033c69f809
Curbing global tax avoidance in India,Law,21-Mar-18,https://knappily.com/law/curbing-global-tax-avoidance-in-india/5ab1e0870c33b2358b5a324d
The lawyer shall not legislate,Law,14-Mar-18,https://knappily.com/law/the-lawyer-shall-not-legislate/5aa8aea7aa5fb37f2c360f1c
Making India litigate less,Law,12-Mar-18,https://knappily.com/law/making-india-litigate-less/5aa6398c054f24826948a5e9
Dying with dignity,Law,10-Mar-18,https://knappily.com/law/dying-with-dignity/5aa369b5054f24826948a503
The regulator of auditors,Law,07-Mar-18,https://knappily.com/law/the-regulator-of-auditors/5aa0112e62f8cfef696781a1
The curious case of Karti Chidambaram,Law,03-Mar-18,https://knappily.com/law/the-curious-case-of-karti-chidambaram/5a9a793e6e0a8c7f051948ad
Towards a stronger anti-trafficking law,Law,02-Mar-18,https://knappily.com/law/towards-a-stronger-anti-trafficking-law/5a98ecedaa5fb37f2c360826
The inevitability of Rajya Sabha,Law,01-Mar-18,https://knappily.com/law/the-inevitability-of-rajya-sabha/5a9783f262f8cfef69677fb6
Cauvery belongs to no state,Law,17-Feb-18,https://knappily.com/law/cauvery-belongs-to-no-state/5a87f76162f8cfef69677c32
India fines Google,Law,09-Feb-18,https://knappily.com/law/india-fines-google/5a7d84ccb5ed4e64d92cd51c
Basic justice declines globally,Law,04-Feb-18,https://knappily.com/law/basic-justice-declines-globally/5a771aaeb5ed4e64d92cd20c
Mahadayi vs. Mondovi,Law,25-Jan-18,https://knappily.com/law/mahadayi-vs-mondovi/5a69865825152a611318c7f5
Of profits and politics,Law,21-Jan-18,https://knappily.com/law/of-profits-and-politics/5a638aea47ee3b4b8d12016c
"377, one last time",Law,10-Jan-18,https://knappily.com/law/377-one-last-time/5a551a350a39f2c32bc811f5
A state for trans,Law,09-Jan-18,https://knappily.com/law/a-state-for-trans/5a5453ee0a39f2c32bc811a3
Making celebrities accountable,Law,08-Jan-18,https://knappily.com/law/making-celebrities-accountable/5a53441fd8984e099ad7c1ec
An Act in progress,Law,08-Jan-18,https://knappily.com/law/an-act-in-progress/5a53187d1f36c2094363699d
Compensating for bouncing cheques,Law,07-Jan-18,https://knappily.com/law/compensating-for-bouncing-cheques/5a5246a3e86af5432ba21bfa
The Medical Bill that needs cure,Law,05-Jan-18,https://knappily.com/law/the-medical-bill-that-needs-cure/5a4f48711f36c209436368b9
Empowering India's forest people,Law,04-Jan-18,https://knappily.com/law/empowering-indias-forest-people/5a4db9427ae146330afc7b5f
"Triple Talaq, Multiple Issues",Law,30-Dec-17,https://knappily.com/law/triple-talaq-multiple-issues/5a47a10498d5e913a71d0e40
India flying,Law,26-Dec-17,https://knappily.com/law/india-flying/5a423987f61f84cd035d2439
The stock tips from the future,Law,25-Dec-17,https://knappily.com/law/the-stock-tips-from-the-future/5a4019aa0ed7c7ce03d02fee
Paying the judges,Law,24-Dec-17,https://knappily.com/law/paying-the-judges/5a3fe7cf0ed7c7ce03d02fdc
Spy for Spy,Law,24-Dec-17,https://knappily.com/law/spy-for-spy/5a3fae3d0ed7c7ce03d02fbf
The double jeopardy of Lalu Yadav,Law,24-Dec-17,https://knappily.com/law/the-double-jeopardy-of-lalu-yadav/5a3f3e1c77b3e313ac91568f
The unmaking of 2G scam,Law,22-Dec-17,https://knappily.com/law/the-unmaking-of-2g-scam/5a3c6228f61f84cd035d2189
The bill that bails in banks,Law,19-Dec-17,https://knappily.com/law/the-bill-that-bails-in-banks/5a388e2d0ed7c7ce03d02cdf
Hadiya vs. Akhila,Law,18-Dec-17,https://knappily.com/law/hadiya-vs-akhila/5a37667bf61f84cd035d1f70
Airtel misuses Aadhaar,Law,17-Dec-17,https://knappily.com/law/airtel-misuses-aadhaar/5a3620d0c114ad57d9a40d62
Shrinking the warning,Law,16-Dec-17,https://knappily.com/law/shrinking-the-warning/5a34eed1382681f915eaa50a
"22 cases, one big issue",Law,16-Dec-17,https://knappily.com/law/22-cases-one-big-issue/5a34c8d56fd1bc7d104206bb
Australia deals with its ‘national shame’,Law,16-Dec-17,https://knappily.com/law/australia-deals-with-its-national-shame/5a342e186e26fb2897e267de
"Retired judges, current concerns",Law,14-Dec-17,https://knappily.com/law/retired-judges-current-concerns/5a317260f550c64c2f317e72
Making private B-schools autonomous,Law,12-Dec-17,https://knappily.com/law/making-private-b-schools-autonomous/5a2fe1b798e64c54042a0a97
Nirbhaya 2.0,Law,12-Dec-17,https://knappily.com/law/nirbhaya-20/5a2ef3349db9765904bfa598
The worst kind of contamination,Law,11-Dec-17,https://knappily.com/law/the-worst-kind-of-contamination/5a2ea5fb9db9765904bfa588
Mallya fights extradition,Law,06-Dec-17,https://knappily.com/law/mallya-fights-extradition/5a27f8f39622cdde40a90044
The Trump ‘Muslim Ban’ comes into effect,Law,06-Dec-17,https://knappily.com/law/the-trump-muslim-ban-comes-into-effect/5a277dd07808f8d94009cec6
Ayodhya returns to Supreme Court,Law,05-Dec-17,https://knappily.com/law/ayodhya-returns-to-supreme-court/5a26505a7808f8d94009ce2d
Trump and the art of slashing taxes,Law,04-Dec-17,https://knappily.com/law/trump-and-the-art-of-slashing-taxes/5a24f09b7808f8d94009cd5b
A lot in a name,Law,02-Dec-17,https://knappily.com/law/a-lot-in-a-name/5a224b1a9622cdde40a8feae
A suicide in World Court,Law,01-Dec-17,https://knappily.com/law/a-suicide-in-world-court/5a20534e7808f8d94009cad5
Shah Bano 2.0,Law,30-Nov-17,https://knappily.com/law/shah-bano-20/5a200e109622cdde40a8fdb9
All internet users are born equal,Law,29-Nov-17,https://knappily.com/law/all-internet-users-are-born-equal/5a1e8ed19622cdde40a8fcf1
The making of the 15th Finance Commission,Law,28-Nov-17,https://knappily.com/law/the-making-of-the-15th-finance-commission/5a1d8e747808f8d94009c977
Mx.,Law,27-Nov-17,https://knappily.com/law/mx/5a1c49f79622cdde40a8fc1f
Karnataka clears its anti-superstition bill,Law,26-Nov-17,https://knappily.com/law/karnataka-clears-its-anti-superstition-bill/5a19c6af9622cdde40a8fb3f
Improving the code of insolvency,Law,25-Nov-17,https://knappily.com/law/improving-the-code-of-insolvency/5a18bc147808f8d94009c7b0
Bringing the Butcher of Bosnia to justice,Law,23-Nov-17,https://knappily.com/law/bringing-the-butcher-of-bosnia-to-justice/5a1653217808f8d94009c696
UK judges get scientific guides,Law,22-Nov-17,https://knappily.com/law/uk-judges-get-scientific-guides/5a1593f79622cdde40a8f946
India topples Britain at the world court,Law,21-Nov-17,https://knappily.com/law/india-topples-britain-at-the-world-court/5a1449449622cdde40a8f8cd
Taming the blue whale,Law,20-Nov-17,https://knappily.com/law/taming-the-blue-whale/5a130d319622cdde40a8f819
The angry doctors of Karnataka,Law,19-Nov-17,https://knappily.com/law/the-angry-doctors-of-karnataka/5a112a019622cdde40a8f6fd
Preventing profiteering from GST,Law,17-Nov-17,https://knappily.com/law/preventing-profiteering-from-gst/5a0f1f98fd3472c2298ab6a2
Who will judge the Judge?,Law,15-Nov-17,https://knappily.com/law/who-will-judge-the-judge/5a0c228dc7415d671d130213
The battle for the Rasogolla,Law,15-Nov-17,https://knappily.com/law/the-battle-for-the-rasogolla/5a0bc7ed378092ad033714e3
The Vigilantes of Nigeria,Law,13-Nov-17,https://knappily.com/law/the-vigilantes-of-nigeria/5a093fee378092ad033713e0
The debate over SESTA,Law,08-Nov-17,https://knappily.com/law/the-debate-over-sesta/5a02e90dc7415d671d12fea1
Not Aussie enough,Law,07-Nov-17,https://knappily.com/law/not-aussie-enough/5a00bca85aa560af1db9e512
Dealing with law-breaking law-makers,Law,03-Nov-17,https://knappily.com/law/dealing-with-law-breaking-law-makers/59fc9e195aa560af1db9e328
Revisiting the debate on India’s anthem,Law,24-Oct-17,https://knappily.com/law/revisiting-the-debate-on-indias-anthem/59eef0f1583078b32afc85e7
In their face,Law,20-Oct-17,https://knappily.com/law/in-their-face/59e904c0583078b32afc837c
"Of Iran, North Korea and your computer",Law,18-Oct-17,https://knappily.com/law/of-iran-north-korea-and-your-computer/59e658336680d9ae2ab94cf4
The seeds of trouble,Law,15-Oct-17,https://knappily.com/law/the-seeds-of-trouble/59e3a777312a1c4e28b480dc
Nobody killed Aarushi Talwar,Law,15-Oct-17,https://knappily.com/law/nobody-killed-aarushi-talwar/59e2e4d7a0f2ab49284e5ac8
GST may acquire Real Estate,Law,13-Oct-17,https://knappily.com/law/gst-may-acquire-real-estate/59e06c1c477602f91e737fd8
The crackdown on firecrackers,Law,11-Oct-17,https://knappily.com/law/the-crackdown-on-firecrackers/59ddc05c477602f91e737e64
No more cola-sutta,Law,30-Sep-17,https://knappily.com/law/no-more-cola-sutta/59cf45398352455258512891
Chop chop to get funded,Law,29-Sep-17,https://knappily.com/law/chop-chop-to-get-funded/59ce82a31acc1b4d58dc9ece
"Of tea, tourism, protests and politics",Law,28-Sep-17,https://knappily.com/law/of-tea-tourism-protests-and-politics/59cc506b8e3d9a78f1f3b54b
What’s in a tweet?,Law,21-Sep-17,https://knappily.com/law/whats-in-a-tweet/59c36208c3211b1f23e72983
The case for Panchayati Raj 2.0,Law,15-Sep-17,https://knappily.com/law/the-case-for-panchayati-raj-20/59bbac2e58edab01c90ab3ef
Extending and expanding gratuity,Law,14-Sep-17,https://knappily.com/law/extending-and-expanding-gratuity/59ba2b2542991a163080d7f9
Not every fund is a Mutual Fund,Law,12-Sep-17,https://knappily.com/law/not-every-fund-is-a-mutual-fund/59b7b13b5994db5e88265597
For whom the whistle blows,Law,10-Sep-17,https://knappily.com/law/for-whom-the-whistle-blows/59b4d24b5994db5e8826548d
Debt vs. Equity,Law,08-Sep-17,https://knappily.com/law/debt-vs-equity/59b23dde3ccd0a4919e04c7b
Privacy as a Fundamental Right,Law,25-Aug-17,https://knappily.com/law/privacy-as-a-fundamental-right/599fe9cfeb81e86397a32f6d
The Pfizer patent sets a dangerous precedent,Law,24-Aug-17,https://knappily.com/law/the-pfizer-patent-sets-a-dangerous-precedent/599e4eec980e351be939abd1
Supreme Court strikes down Triple Talaq,Law,22-Aug-17,https://knappily.com/law/supreme-court-strikes-down-triple-talaq/599c03047c6d4326d96e46aa
Breaking the shell,Law,21-Aug-17,https://knappily.com/law/breaking-the-shell/599a64a9e4b24a26df2e74b9
KNEEcessary cap,Law,18-Aug-17,https://knappily.com/law/kneecessary-cap/599688f4e4b24a26df2e7313
Not so NEET,Law,14-Aug-17,https://knappily.com/law/not-so-neet/5991c62a7c6d4326d96e422c
Toys in the courtroom,Law,12-Aug-17,https://knappily.com/law/toys-in-the-courtroom/598ea0a588bc39756038982c
Making NCERT more assertive,Law,10-Aug-17,https://knappily.com/law/making-ncert-more-assertive/598beb5b04da62532ae1dece
Legalizing Marijuana debate returns,Law,09-Aug-17,https://knappily.com/law/legalizing-marijuana-debate-returns/598b1b2bd5b1cc53247cbc59
Article 35A vs. Constitution of India,Law,09-Aug-17,https://knappily.com/law/article-35a-vs-constitution-of-india/598acbbdf5bd460efc72152b
The worth of Indian labour,Law,07-Aug-17,https://knappily.com/law/the-worth-of-indian-labour/5988265c2d7d4e5072f7eda8
The case of missing stars in Rajya Sabha,Law,06-Aug-17,https://knappily.com/law/the-case-of-missing-stars-in-rajya-sabha/59875ed38809375071f1e9dc
NOTA contests Rajya Sabha polls,Law,04-Aug-17,https://knappily.com/law/nota-contests-rajya-sabha-polls/5984b1732d7d4e5072f7ec26
Jordan begins to repeal Marry-your-rapist law,Law,04-Aug-17,https://knappily.com/law/jordan-begins-to-repeal-marry-your-rapist-law/598458dc8809375071f1e890
Reality check on real estate,Law,03-Aug-17,https://knappily.com/law/reality-check-on-real-estate/5983191f2d7d4e5072f7eb8f
Sticking to the guns - Code of Ethics for bureaucracy,Law,01-Aug-17,https://knappily.com/law/sticking-to-the-guns-code-of-ethics-for-bureaucracy/59809f08f2bc4d580cd3a267
Making IIMs truly autonomous,Law,31-Jul-17,https://knappily.com/law/making-iims-truly-autonomous/597f21aaf2bc4d580cd3a1db
Dilution of an instrumental anti-dowry law,Law,30-Jul-17,https://knappily.com/law/dilution-of-an-instrumental-anti-dowry-law/597ddbd34c32ed5c146b7cc0
India prepares for DNA profiling,Law,29-Jul-17,https://knappily.com/law/india-prepares-for-dna-profiling/597c85daf2bc4d580cd3a09d
OBC 2.0,Law,27-Jul-17,https://knappily.com/law/obc-20/5979ec7df2bc4d580cd39ff7
The making of a monumental error,Law,25-Jul-17,https://knappily.com/law/the-making-of-a-monumental-error/597768744c32ed5c146b7a0c
What's in a flag?,Law,24-Jul-17,https://knappily.com/law/whats-in-a-flag/597581a4f2bc4d580cd39de7
Diluting the RTE: One extension at a time,Law,23-Jul-17,https://knappily.com/law/diluting-the-rte-one-extension-at-a-time/5974c47bf2bc4d580cd39d9c
Right to Privacy is not ‘absolute’,Law,20-Jul-17,https://knappily.com/law/right-to-privacy-is-not-absolute/59703764f2bc4d580cd39bff
India considering legalizing online betting,Law,18-Jul-17,https://knappily.com/law/india-considering-legalizing-online-betting/596e0f329da2b1215834d67e
The fall of Essar Steel,Law,18-Jul-17,https://knappily.com/law/the-fall-of-essar-steel/596d95fe4c8f0f20df1f1677
Legal lessons from the great Jio data breach,Law,17-Jul-17,https://knappily.com/law/legal-lessons-from-the-great-jio-data-breach/596c67aa75c43f525d71c186
